,TOTAL_SECONDS_E,TOTAL_SECONDS_S,ESTACAO_E_m,ESTACAO_S_m
57786,57533,59035,SP,CM
57787,78510,79014,CS,IN
57788,51939,53055,AL,CS
57789,72784,73057,AE,AM
57790,63795,65369,OR,JZ
57791,30687,31043,CP,CU
57792,30377,31559,IN,CU
57793,56162,56551,EC,CU
57794,65100,66755,CU,CM
57795,87374,87587,MP,RE
57796,58870,59839,RA,CU
57797,54517,55592,SS,AS
57798,41189,41569,CS,RO
57799,70014,71330,CS,TE
57800,29607,30327,CG,PI
57801,53361,53740,BC,CS
57802,33271,33923,AX,CU
57803,61851,62273,CG,LU
57804,55317,55960,BC,IN
57805,60734,62051,SS,PE
57806,34314,34957,CS,RO
57807,31242,31678,JZ,SS
57808,56954,58284,AF,PA
57809,45949,61179,JZ,MO
57810,65923,66302,AL,AE
57811,28007,28408,AV,RE
57812,30459,31546,RE,RA
57813,50991,51642,AM,TE
57814,45325,46162,CP,MP
57815,67775,68497,CG,AM
57816,28702,29494,RE,CP
57817,66857,68163,RA,CG
57818,27776,28589,AM,CU
57819,66201,68941,TP,AP
57820,30827,32780,AP,RO
57821,60240,60883,AV,BC
57822,31245,31862,EC,QC
57823,44491,47262,CU,AE
57824,62348,63573,SS,CG
57825,65661,67013,BC,CM
57826,63166,63938,MP,SP
57827,27919,29516,MO,LA
57828,26095,27984,AN,PO
57829,63970,64744,PE,RA
57830,64060,65526,RA,SR
57831,42621,42957,CS,BC
57832,45305,45942,MP,CP
57833,70370,71386,AM,OR
57834,56763,58079,MM,AV
57835,85416,86242,SS,OS
57836,47407,48936,OS,SP
57837,44140,44559,RE,MP
57838,35529,36523,LU,MP
57839,62091,64061,OD,CS
57840,63372,64682,CP,BC
57841,72831,74925,JZ,CS
57842,28322,29407,AS,JZ
57843,39064,39280,IN,MM
57844,66633,67658,CH,AE
57845,55861,57962,MO,CM
57846,28394,29043,PO,JZ
57847,84193,85700,OR,AN
57848,48715,49113,CH,OR
57849,77354,78116,AM,BC
57850,56736,57558,TP,PE
57851,70238,70802,BC,CS
57852,58995,59640,TP,RE
57853,26412,27433,CH,MP
57854,72087,74226,AP,RE
57855,30901,33467,PO,RM
57856,65497,66737,AN,LU
57857,32501,32903,EC,SA
57858,30728,32556,OL,CS
57859,29400,30137,RB,CM
57860,54147,54861,AL,IN
57861,54030,54816,RB,AH
57862,83545,84550,JZ,AS
57863,24739,26097,AS,PE
57864,31519,32036,IN,RO
57865,65324,66452,AH,MP
57866,39660,40015,JZ,CM
57867,27287,29076,SR,OS
57868,77329,77842,RB,CM
57869,50682,51226,SA,CU
57870,50930,52254,PI,OD
57871,40110,41255,RE,CM
57872,67220,67794,IN,CS
57873,69096,70193,OR,AM
57874,35268,35671,EC,CG
57875,62956,63234,EC,CU
57876,64014,64755,CP,QC
57877,33027,34129,OR,SA
57878,63999,64317,JZ,AH
57879,23808,25222,TP,CG
57880,66218,67262,SS,OS
57881,79811,81607,JZ,OR
57882,58282,58483,CU,CG
57883,32080,33241,AM,AV
57884,66272,66965,CS,IN
57885,60633,62687,RO,AP
57886,48003,50337,CG,OR
57887,85103,87113,AL,RA
57888,55706,57072,CG,CS
57889,55707,56124,LA,CM
57890,73098,74229,SA,LU
57891,36846,38425,PO,BC
57892,79506,80010,CA,JZ
57893,46176,48366,OR,CU
57894,47945,48478,AM,SS
57895,66244,66838,SA,EC
57896,53072,54001,MP,MM
57897,26976,27228,RO,CS
57898,32970,33438,EC,CG
57899,63265,63591,EC,SA
57900,32547,33127,JZ,CM
57901,27520,28791,LU,AV
57902,35131,35779,PA,BC
57903,34925,35535,AM,SS
57904,44401,45399,MP,CS
57905,61181,61629,AM,AE
57906,32517,34559,EN,PA
57907,57084,57938,BV,OR
57908,62396,63293,AN,CG
57909,43629,45740,QC,CS
57910,53271,53933,RB,CM
57911,62063,64557,OR,PO
57912,64233,64892,JZ,AF
57913,60134,60996,SA,LU
57914,28548,29551,CG,MP
57915,32283,32784,AM,AL
57916,61847,62778,SS,AM
57917,52705,53042,RO,AN
57918,41137,42574,PO,MP
57919,33257,33667,AF,PO
57920,38571,39296,AM,SS
57921,47224,48171,RO,AL
57922,64145,64768,EC,QC
57923,51714,52277,RB,AF
57924,37257,38335,OS,SA
57925,62860,63663,AM,QC
57926,83598,85141,BC,AF
57927,66546,67119,AL,TE
57928,73885,75095,CM,RE
57929,56361,57170,PI,RA
57930,38070,39966,SR,BC
57931,85863,86390,CM,JZ
57932,67475,68541,PI,QC
57933,72113,72643,SS,JZ
57934,44083,45267,QC,RA
57935,27859,28786,CG,AN
57936,33307,34345,AX,PI
57937,31571,32440,RB,LA
57938,58920,60482,CG,TP
57939,33852,34371,RE,AN
57940,56084,56516,CS,BC
57941,35182,35945,MP,JZ
57942,51534,52065,IN,RO
57943,45317,45693,CU,EC
57944,36359,37746,JZ,CS
57945,58695,59291,CP,MP
57946,38535,39483,OR,SA
57947,68233,69079,OD,CU
57948,65609,66112,PI,CU
57949,41743,42607,CG,MP
57950,32489,33694,CM,SA
57951,61338,62471,TP,PA
57952,29162,31028,CM,AN
57953,30206,30559,EC,SA
57954,52306,53406,CG,CS
57955,69558,69991,RO,CS
57956,44519,45356,SA,SS
57957,83666,85368,CS,CM
57958,37680,39136,CS,SA
57959,84376,86066,PI,SP
57960,63069,64875,PA,RB
57961,34719,35696,PO,MP
57962,31238,32249,PO,MP
57963,44411,44961,TP,MP
57964,68086,68586,AH,JZ
57965,29945,31070,IN,CU
57966,64481,64791,SA,EC
57967,38856,40195,RO,LU
57968,29483,30529,CG,AN
57969,55881,57231,MO,AM
57970,59113,61083,BV,OD
57971,75254,75843,BV,SA
57972,57239,58227,AN,MP
57973,82275,83535,SS,TP
57974,26821,27716,CH,OR
57975,61007,62382,CM,AM
57976,28562,29291,JZ,CM
57977,59036,59783,BC,AM
57978,47921,49322,RA,OL
57979,61218,62597,RA,SR
57980,51780,54040,AM,CM
57981,29656,30483,OR,OS
57982,31559,32074,IN,AE
57983,65625,66573,RA,EC
57984,50578,50990,AV,PA
57985,63469,64930,RA,OD
57986,40344,41763,MM,OR
57987,30012,31114,TP,AL
57988,26447,26800,MP,RA
57989,30743,31879,RB,SS
57990,26165,27608,CS,CG
57991,47291,48351,RA,SS
57992,69127,70303,PA,AM
57993,64586,66106,AH,OL
57994,66103,66393,RO,AN
57995,61658,62519,EN,OS
57996,59421,61132,RM,MO
57997,36483,36891,CG,EC
57998,40213,41435,CS,CH
57999,78860,80503,CH,MP
58000,33094,33690,AX,CU
58001,54744,56132,CG,TP
58002,71884,73599,AN,OD
58003,78021,78873,CM,PE
58004,58243,59993,RO,OR
58005,73174,73537,CU,CG
58006,68240,68834,AN,RO
58007,33901,34240,SS,JZ
58008,42168,43291,OR,SA
58009,29951,30624,MP,PE
58010,34296,35108,AN,CH
58011,88644,89247,SS,CM
58012,26893,29528,PO,EN
58013,70344,70639,CU,CG
58014,33739,34340,CM,AF
58015,34230,35026,TE,AM
58016,57236,57933,MP,SS
58017,61614,62095,AH,SS
58018,61528,62148,SR,CG
58019,45587,47079,OD,PI
58020,33122,34546,AX,IN
58021,63406,64144,AN,CS
58022,39686,40199,CM,LA
58023,33935,35174,IN,JZ
58024,35439,36101,CS,IN
58025,62298,62867,CU,SA
58026,38557,39273,CH,OR
58027,34740,37265,AP,RA
58028,47662,48636,BV,CP
58029,72077,72551,RO,AN
58030,51172,52051,JZ,BC
58031,54225,55825,AM,AP
58032,28207,28898,AP,OR
58033,68487,69537,SS,PO
58034,26361,27725,AF,SA
58035,31421,32238,SA,LU
58036,31534,31993,EC,CU
58037,57237,58251,CM,MP
58038,72470,72945,TP,RE
58039,27542,29084,OD,MP
58040,39753,40436,AM,OR
58041,48859,50519,CU,CS
58042,25664,26940,EC,OD
58043,48370,49391,SA,AX
58044,51306,51913,EC,PI
58045,49828,50620,IN,AM
58046,34657,36004,CS,MP
58047,54755,56238,CR,CG
58048,65212,66003,MP,EC
58049,74598,75182,CH,OR
58050,26637,28559,CA,CH
58051,28335,28982,JZ,MP
58052,32377,32718,RA,SA
58053,24183,25345,MO,SA
58054,52496,53583,BC,CG
58055,26574,27833,SR,PI
58056,30969,32354,CS,SA
58057,51630,51879,CG,CU
58058,57286,57719,BC,MP
58059,71982,72881,EC,CG
58060,67632,67839,RB,AS
58061,82859,84652,MP,CS
58062,63406,64580,CR,EC
58063,32448,34589,OD,SP
58064,33495,34284,AX,EC
58065,33435,33959,PO,RB
58066,59953,61019,SS,CS
58067,55626,56122,AN,MM
58068,52752,53589,PE,BC
58069,31151,31974,CH,SS
58070,56506,57318,JZ,CM
58071,30718,31986,MP,MM
58072,68903,70283,SS,MO
58073,46285,47220,SP,CS
58074,64872,65915,MP,CG
58075,32267,32941,RE,SP
58076,37360,39612,CS,OD
58077,72526,73378,AN,CG
58078,57257,57771,MO,OR
58079,68664,69210,AN,MM
58080,65659,66917,OR,AN
58081,85553,86271,CM,PO
58082,83082,84492,EC,OD
58083,32764,33223,EC,CG
58084,61042,61640,AV,SP
58085,44845,45206,MM,RO
58086,31617,33059,EN,CP
58087,29926,31106,SA,OD
58088,56216,56674,AN,AE
58089,72451,73754,CM,RA
58090,32048,32345,IN,RO
58091,31846,32359,CG,AL
58092,67332,68075,SS,JZ
58093,83436,85697,CU,MO
58094,89948,91450,SS,TE
58095,81192,82398,SA,OD
58096,77134,80096,AP,PO
58097,37293,38151,CS,AN
58098,41649,42315,MP,CP
58099,51316,52347,RA,CU
58100,33517,34391,TP,PE
58101,66868,69162,AV,AP
58102,65028,65664,AM,MM
58103,63257,64172,CS,RM
58104,59339,61705,AV,AP
58105,79627,81129,RO,SA
58106,34880,36292,CS,CA
58107,57381,58336,RM,RO
58108,66829,67288,SA,EC
58109,58106,58968,CS,MP
58110,29116,30523,CG,BC
58111,65783,66455,JZ,MP
58112,42226,42480,MO,OR
58113,51575,52001,CU,EC
58114,65851,66696,OR,SA
58115,27730,28883,CG,CS
58116,67452,69102,CS,RO
58117,82131,82835,RB,CM
58118,78460,79116,OR,EN
58119,67303,67592,CS,RO
58120,44926,45772,CS,SS
58121,54096,56597,CS,OD
58122,49294,50482,OR,IN
58123,61896,62066,PI,MP
58124,57558,58027,OR,CH
58125,67269,68201,MP,EC
58126,71054,71415,CM,PO
58127,37488,37928,CG,CU
58128,68285,69603,MP,AE
58129,35891,36462,EC,PI
58130,60333,61659,JZ,IN
58131,68725,69525,RO,AM
58132,33696,34548,TE,MP
58133,48210,49744,AP,SS
58134,42081,44460,JZ,AL
58135,30404,32077,TP,CA
58136,65458,66100,MP,JZ
58137,71338,73168,TP,MO
58138,37845,38670,IN,RE
58139,26466,26793,EC,CU
58140,31208,31794,AN,RM
58141,25650,26678,OR,SA
58142,61198,62664,AS,RE
58143,83469,84218,BC,MP
58144,52804,53267,IN,BC
58145,87586,88288,BC,AM
58146,41730,42805,SA,OR
58147,81763,82941,CU,RA
58148,63363,64134,CU,OD
58149,42508,45345,AP,SR
58150,46967,47534,CG,EC
58151,81980,83162,CS,SA
58152,41197,42440,MP,MO
58153,66630,67567,IN,CG
58154,51855,52721,LU,MP
58155,59781,60786,AE,RO
58156,67283,68025,IN,AM
58157,67603,68438,CS,IN
58158,32683,33484,CG,SA
58159,31170,32563,OD,AM
58160,62609,63934,CG,BC
58161,30812,32823,BC,AP
58162,30020,31291,OR,SS
58163,49380,50200,CU,OD
58164,60901,61524,AM,BC
58165,68882,70539,CU,CS
58166,62586,63445,RE,CP
58167,27130,28045,CS,SS
58168,51829,52527,MO,CH
58169,40487,41313,MP,SP
58170,85060,85902,AE,BC
58171,72555,73017,CG,CP
58172,30899,31464,PE,AV
58173,59465,59703,BC,TP
58174,42851,44291,MO,AN
58175,31794,32254,EC,SA
58176,26760,27533,MO,OS
58177,65222,65626,AV,TP
58178,38552,40198,RA,LU
58179,43955,45789,OR,SA
58180,46227,47078,CS,RO
58181,62209,63031,EC,AM
58182,69627,70927,AV,AS
58183,36427,37958,SS,MO
58184,26444,28050,SR,AL
58185,67286,68705,SS,AF
58186,23825,25324,AM,CU
58187,64977,66042,AM,CS
58188,64852,65907,MP,AH
58189,34101,34457,EC,CU
58190,52573,52915,BC,IN
58191,40040,40582,OR,AP
58192,38952,39508,LU,CU
58193,74732,75407,SP,BC
58194,67587,69744,EN,MM
58195,30944,31762,PI,TE
58196,48896,50167,EC,OD
58197,31509,32436,SA,OR
58198,68360,69711,MP,AS
58199,25993,27400,OD,RM
58200,66027,66819,CU,MP
58201,56115,58833,CM,AP
58202,48543,50093,MP,SR
58203,79509,80735,MP,AS
58204,78665,80989,CS,LU
58205,80034,80888,BV,MO
58206,33008,33975,AS,PE
58207,67881,68284,BV,AM
58208,67101,67826,AH,SS
58209,27524,27974,CM,LA
58210,87342,89049,CS,JZ
58211,48994,49389,CU,CP
58212,77723,78364,CU,CG
58213,71442,71986,MP,EC
58214,29333,30479,AH,MP
58215,44745,45831,AM,OR
58216,58531,60795,OR,CM
58217,63244,63605,PI,RA
58218,48563,50352,SR,RO
58219,26655,27176,CG,SA
58220,32685,33891,JZ,BC
58221,52465,53307,JZ,CA
58222,73569,74081,CS,IN
58223,80570,81233,TP,SS
58224,60251,61212,SA,OR
58225,25036,26816,PO,SA
58226,31675,32758,IN,OR
58227,73220,74495,LU,EC
58228,67766,69081,SS,RB
58229,54901,55495,AM,AE
58230,67972,68338,CG,LU
58231,61288,63533,SA,AS
58232,30640,32037,RB,PA
58233,72676,73178,OR,MO
58234,55581,56279,OL,OR
58235,47755,49670,OR,CG
58236,69001,69679,CM,JZ
58237,31999,32470,EC,SA
58238,56069,56819,AN,AL
58239,31145,31551,EC,PI
58240,34542,36039,AX,RA
58241,44635,45033,AV,MP
58242,67808,69310,MM,CM
58243,68674,69988,CM,BC
58244,77671,78054,JZ,CM
58245,42063,44504,PO,EN
58246,58539,59272,PA,BC
58247,47650,47981,JZ,SS
58248,28525,30655,OD,CS
58249,53241,54813,RO,LU
58250,76120,77032,CM,MP
58251,44936,45537,CS,RO
58252,27579,29307,CS,CM
58253,84434,85062,CG,EC
58254,58980,59645,MP,BC
58255,65502,65839,CU,EC
58256,65345,66633,QC,CH
58257,50715,52466,CS,OR
58258,53510,55362,CS,CU
58259,26872,27884,OD,EC
58260,56749,57663,RM,BC
58261,59242,62122,MP,AP
58262,69155,69320,AH,CM
58263,26468,27528,EC,OD
58264,65112,67224,AP,RO
58265,52388,53741,JZ,IN
58266,65900,66676,MP,OS
58267,50812,51353,PI,CG
58268,45473,46467,RA,AM
58269,51623,52785,SP,SA
58270,71442,72640,RA,EC
58271,40455,42789,MM,AP
58272,31475,31961,TP,MP
58273,65148,65550,AS,PO
58274,58893,60077,EC,OD
58275,78179,78846,SS,TP
58276,31664,32177,MM,BC
58277,51100,52347,MO,SS
58278,42835,43017,CA,CM
58279,39214,39651,CG,EC
58280,70919,72388,RE,AS
58281,62759,63570,MP,CG
58282,62094,62642,OR,MO
58283,63882,65021,CS,AM
58284,60584,61678,PI,SR
58285,62299,63060,CU,MP
58286,49665,50503,BC,RM
58287,63590,65282,EC,AF
58288,37521,39217,MO,CP
58289,32343,33741,CS,SS
58290,88286,89025,MM,AM
58291,63996,65545,SA,SR
58292,57273,58083,CP,RA
58293,82103,82718,MP,AM
58294,27364,28554,LA,BC
58295,65623,66623,SA,CM
58296,67888,68935,MP,CA
58297,67177,68485,CM,AF
58298,61584,61909,IN,AM
58299,47188,49637,CG,RB
58300,45639,46147,RA,CP
58301,59242,61127,CS,MO
58302,49957,51024,RM,CR
58303,49110,51100,CG,CM
58304,49063,49536,EC,CU
58305,61148,61609,IN,BC
58306,64645,67120,OL,CS
58307,66349,66924,SS,JZ
58308,63105,64045,BC,AL
58309,67364,67768,RO,IN
58310,41898,43433,RE,AS
58311,29286,30702,SA,AP
58312,57356,58077,SA,CG
58313,67611,67933,SA,EC
58314,33246,33960,JZ,PO
58315,29402,30100,EC,RA
58316,61896,62748,SS,JZ
58317,63282,63862,BC,AN
58318,65312,66521,CP,OL
58319,56573,58614,EC,IN
58320,57559,58594,AP,MO
58321,66262,66901,MP,TP
58322,66339,67178,CG,AM
58323,28183,29000,OD,CG
58324,33640,35017,CG,CS
58325,37289,37917,MP,RE
58326,66420,68566,RE,OR
58327,57137,57320,AF,AS
58328,57802,58200,SA,EC
58329,59330,60328,RB,CM
58330,65873,66356,SS,JZ
58331,26783,28178,AM,CM
58332,32839,34572,AP,SS
58333,67253,68972,SS,SR
58334,32697,33804,AX,CP
58335,51099,52613,LU,PI
58336,70486,72184,AN,PO
58337,44131,46164,AX,BV
58338,66272,66965,CS,IN
58339,66143,66511,JZ,AH
58340,57902,58611,MP,EC
58341,46248,47200,TP,CP
58342,44043,46533,AP,CS
58343,82733,83998,MP,OD
58344,64429,65780,BV,RA
58345,29228,30049,TP,PI
58346,35299,36184,TP,RM
58347,30000,30501,SP,BC
58348,36238,37941,JZ,CH
58349,28852,29239,EC,SA
58350,64011,64310,LU,AX
58351,71048,71404,CM,PO
58352,65805,66732,CP,SR
58353,71060,71981,AV,AM
58354,64712,66516,RA,OD
58355,38205,40331,OD,MM
58356,71741,73724,SP,BV
58357,68096,69508,PA,RB
58358,30699,31285,SA,MP
58359,31049,31598,CG,SA
58360,68161,69543,OR,SS
58361,64238,64676,CG,EC
58362,48601,49763,CS,CG
58363,30887,31382,IN,RO
58364,85023,86753,CU,SP
58365,48114,48799,SP,RE
58366,69360,69859,CA,JZ
58367,56004,57677,AV,CH
58368,25706,26512,TP,SA
58369,31281,31718,PI,EC
58370,57306,59597,BC,OR
58371,64814,65821,RA,RE
58372,62800,63349,JZ,SS
58373,61726,62431,MP,CS
58374,55878,56082,EC,CU
58375,67943,69090,CM,TP
58376,30795,31352,EC,PI
58377,30770,32116,SP,JZ
58378,48432,49528,CG,MM
58379,59685,61053,TP,CM
58380,41063,42461,AS,PE
58381,70094,71129,SS,BC
58382,74484,75116,CR,OS
58383,84192,85730,CS,OS
58384,38843,39176,CG,CU
58385,68443,68974,EN,MO
58386,63454,64188,SS,AH
58387,58198,58927,CM,RB
58388,26300,27350,SA,CG
58389,56925,58369,MP,OR
58390,52922,54068,MP,LU
58391,48249,48929,SA,AM
58392,68625,70756,OR,CM
58393,66070,67644,CP,CM
58394,60811,61727,RE,JZ
58395,57685,59132,AX,AN
58396,64178,64622,CP,CG
58397,60429,61761,MP,OD
58398,59954,61045,EC,TE
58399,72126,74205,OR,CA
58400,67591,68758,AM,OR
58401,42807,43283,CG,EC
58402,48128,48743,SP,BC
58403,41361,43116,OL,AV
58404,30508,31799,OD,MP
58405,80643,81426,CU,EC
58406,29194,29543,PI,RA
58407,29650,31666,PO,OL
58408,59797,60449,TP,MP
58409,64627,65694,JZ,AM
58410,78903,79724,SA,CG
58411,33388,33682,EC,PI
58412,32407,34126,OD,RO
58413,69254,71060,BV,SR
58414,73225,73889,MM,CS
58415,29696,30954,CG,BC
58416,60214,61840,OR,CG
58417,26552,27177,EC,RA
58418,27066,28239,OR,SA
58419,70922,72072,RO,CG
58420,69481,70986,SS,OL
58421,55826,56691,BC,CP
58422,25078,26220,TP,AE
58423,61548,62763,OR,SS
58424,62164,64295,PO,OL
58425,44062,45141,SA,OR
58426,46043,46850,MO,OS
58427,27530,28935,PO,SA
58428,32546,32678,JZ,PE
58429,76712,78928,TP,OD
58430,32881,33542,JZ,PA
58431,62811,63182,OL,BV
58432,34048,35389,OR,RA
58433,47251,48978,CS,CP
58434,32389,33829,OD,MP
58435,63101,63916,CG,OD
58436,70097,71001,MP,CM
58437,78147,80363,OR,OD
58438,28531,29910,OS,LA
58439,26094,26976,AE,MM
58440,72428,72741,SP,TP
58441,35766,36322,EC,SA
58442,65516,66492,EC,OD
58443,32649,33322,CS,IN
58444,62060,63201,CS,LA
58445,62628,64034,OR,AL
58446,39373,40627,AH,SA
58447,32180,32733,JZ,CM
58448,60704,62133,AN,OR
58449,66998,67453,SS,MP
58450,61318,62602,MO,SA
58451,30795,32941,OR,PO
58452,65337,66704,CG,CS
58453,54707,55078,CM,PO
58454,42380,43300,CS,RM
58455,75181,75593,CG,EC
58456,67299,68049,SS,TP
58457,50650,51359,TP,MP
58458,62955,64014,SS,AF
58459,63954,65305,MP,RB
58460,66411,68543,CG,OR
58461,65747,67691,OR,CS
58462,75847,76819,RO,AL
58463,38804,39015,MP,PI
58464,67927,68572,SS,CM
58465,62150,63006,SA,PE
58466,64008,65228,CP,OD
58467,34997,35467,BC,MP
58468,45907,47304,PI,EN
58469,78920,80656,OD,BC
58470,64316,64640,CU,EC
58471,59091,60054,OR,AP
58472,73593,74105,CM,JZ
58473,67279,68734,AF,BC
58474,82008,83499,RE,PO
58475,29221,30339,BC,EC
58476,64829,66144,SS,OL
58477,27766,28091,OS,CH
58478,31259,32860,QC,BC
58479,84330,84896,RA,MP
58480,33526,34268,PO,PE
58481,61924,62373,MP,AV
58482,26047,26484,MO,OR
58483,43967,44523,CU,SA
58484,35343,36074,IN,AE
58485,77306,78112,CS,AN
58486,63816,65015,CS,AM
58487,65336,67006,SA,AP
58488,27387,28633,SA,CS
58489,29989,31715,JZ,CR
58490,68399,68864,MP,CP
58491,59083,60058,SS,TP
58492,50654,52714,SS,LU
58493,52792,54184,BC,CA
58494,69354,70092,SA,TP
58495,72021,72731,BC,CS
58496,32141,33998,CG,MP
58497,48086,49134,JZ,BC
58498,66727,68296,OS,CS
58499,69725,71042,RE,AF
58500,49748,50794,AS,JZ
58501,29857,31415,CS,SA
58502,41737,42683,AL,RO
58503,76231,77814,SA,TP
58504,41935,44950,SR,AH
58505,49616,50032,OR,CH
58506,68785,69202,MP,SA
58507,36342,37551,OR,SA
58508,47796,48995,BV,RE
58509,48710,49493,IN,AV
58510,67201,68447,CG,BC
58511,51319,51920,CU,LU
58512,27919,28582,MP,TP
58513,72401,72922,JZ,CM
58514,32350,32684,MP,CP
58515,48548,49342,CS,AM
58516,58168,58920,CH,OR
58517,61834,63079,AH,EC
58518,62049,63385,MP,TE
58519,58652,59198,CM,PO
58520,65278,66047,MP,EC
58521,27551,28875,SR,SA
58522,39805,40236,CG,RM
58523,62602,62943,OS,CH
58524,61773,62274,EC,PI
58525,30637,31588,CS,AM
58526,33344,33966,OR,AP
58527,63286,63839,CU,TE
58528,25023,27234,SR,CS
58529,27162,27477,AE,AN
58530,61401,61956,AL,CG
58531,26087,28506,AP,BC
58532,32332,32804,AF,AH
58533,50795,51705,CU,MP
58534,59910,62470,TE,EN
58535,82015,82837,CG,OD
58536,35042,35519,JZ,MP
58537,25191,26885,OR,CS
58538,63501,63907,PI,EC
58539,72588,73498,AN,CS
58540,34193,34422,CS,BC
58541,63928,65951,CS,PO
58542,60398,61318,RO,CG
58543,33234,34282,CG,MM
58544,63950,64760,CG,RA
58545,60359,60555,CG,CU
58546,61563,62109,RA,SA
58547,63754,65261,CG,CS
58548,55626,57343,AN,OD
58549,53698,54574,AX,AE
58550,33679,34896,AX,RA
58551,78990,80264,MP,TE
58552,65325,65818,PO,RB
58553,29722,30345,CS,AN
58554,30189,31520,TP,EC
58555,45018,46317,CS,AL
58556,53076,54559,CU,BC
58557,34421,34944,CS,BC
58558,65960,66860,MP,BC
58559,43448,44500,CU,AM
58560,60494,61226,MP,AH
58561,60640,61926,MP,AH
58562,67112,67927,EN,OR
58563,52398,52613,JZ,PE
58564,28542,29118,MP,TP
58565,32309,33965,OR,IN
58566,29911,31129,OD,CP
58567,55629,56608,CM,PA
58568,23290,25073,AS,MP
58569,33794,34004,CG,QC
58570,40767,41667,AN,BC
58571,66294,66869,AV,TP
58572,39602,39978,AV,PA
58573,61014,61740,AN,RO
58574,32073,32533,RB,PO
58575,71816,72816,JZ,TP
58576,68964,69674,AH,PA
58577,33343,33810,SA,CU
58578,60434,60914,SA,EC
58579,48375,48960,AP,OR
58580,62434,63552,AE,OD
58581,39329,40745,OR,CU
58582,71048,72156,MP,TE
58583,68057,68517,MP,BC
58584,32226,32786,CS,BC
58585,84102,84682,AP,EN
58586,30589,31963,CS,JZ
58587,51840,52568,RB,CM
58588,63759,64522,TE,AE
58589,70980,72271,OR,AN
58590,69112,70299,JZ,AM
58591,71287,71923,AF,JZ
58592,38468,39359,RM,RO
58593,27690,28783,OD,CP
58594,37036,38465,SP,CM
58595,41858,43159,MM,CG
58596,43815,44435,AP,OR
58597,42201,43331,RE,CS
58598,28524,28916,AN,AE
58599,74809,75766,EC,AM
58600,28501,29082,JZ,AV
58601,68126,69264,SP,JZ
58602,24739,25181,SA,EC
58603,32184,33060,CS,PI
58604,54744,54945,AN,MM
58605,68358,71295,RB,AP
58606,55160,56700,CM,CS
58607,34051,35546,JZ,OR
58608,62701,64180,OR,AN
58609,79852,81254,RA,AX
58610,39493,40783,MP,BC
58611,44848,45565,MP,EC
58612,71482,72015,CA,RB
58613,32625,33328,MO,SA
58614,29153,29704,JZ,CM
58615,42458,43175,PI,EC
58616,29338,31110,RB,BC
58617,31616,32085,EC,CG
58618,63496,64392,OS,OR
58619,66936,68857,CU,MO
58620,42787,44831,AP,AV
58621,58450,60233,CU,CS
58622,60582,61718,BC,JZ
58623,62738,64074,AN,MO
58624,39103,39468,CP,CU
58625,37031,39394,OD,TP
58626,57415,57779,BC,CS
58627,27557,29045,OD,MP
58628,35669,36336,EC,CG
58629,65171,65696,MP,CS
58630,46619,48303,AV,CG
58631,31613,32140,RA,EC
58632,70579,71444,RO,SA
58633,56678,58929,OL,QC
58634,32538,32989,SA,RA
58635,65691,66689,MP,LU
58636,66271,67003,SA,CG
58637,72707,72982,BC,AV
58638,85971,87923,BC,MO
58639,28007,28368,JZ,LA
58640,64186,64637,CU,CG
58641,27152,28446,MO,MP
58642,41891,42342,EC,CP
58643,56449,57235,JZ,AF
58644,33099,33685,CM,PE
58645,67266,68027,CS,AM
58646,57860,58649,CU,OD
58647,34461,35869,OD,AM
58648,63718,65227,OR,AN
58649,60911,62270,BC,PO
58650,72270,74310,OD,BC
58651,34160,34702,AM,MM
58652,33560,34170,OD,CG
58653,35505,37150,SA,SR
58654,60945,62988,CM,RM
58655,72319,73102,SA,LU
58656,33104,33879,PO,JZ
58657,31688,31904,RM,AL
58658,40028,40441,BC,CS
58659,75984,76624,SP,TP
58660,72274,73153,PI,LU
58661,46902,47609,CS,RE
58662,27464,28938,SR,SA
58663,47489,49207,CS,CA
58664,28594,29078,PO,RB
58665,38545,38924,CS,BC
58666,66938,67658,CG,AM
58667,59751,60288,PI,EC
58668,25343,26519,AF,SS
58669,68041,69538,SS,EN
58670,68495,69859,MO,PI
58671,65219,66562,AL,OD
58672,25482,26643,SA,MO
58673,32298,33317,SA,BC
58674,35695,38346,JZ,SR
58675,65978,66407,PI,CP
58676,27288,28329,JZ,SP
58677,64549,65907,SR,RA
58678,44593,46406,SR,RM
58679,63124,63691,MP,EC
58680,63129,64174,PO,MP
58681,31082,32330,RM,OL
58682,37182,37624,AN,BC
58683,46338,48071,MP,TE
58684,30271,31021,CG,AM
58685,75413,76009,RM,TE
58686,27392,28077,AF,JZ
58687,72226,72870,LA,PA
58688,72952,73524,CU,SA
58689,24535,25903,RB,MP
58690,59147,60472,SA,OR
58691,74747,75926,RO,CG
58692,27491,27930,EC,CG
58693,23727,24502,RB,LA
58694,61125,62571,CH,PE
58695,33454,34802,EN,CP
58696,27693,28541,CS,AM
58697,52967,53441,EC,CU
58698,37142,38441,TE,BC
58699,33519,34023,TE,AL
58700,68695,69609,BC,AE
58701,60743,62469,CS,CM
58702,27379,28061,EC,RA
58703,38900,39513,CS,MM
58704,70949,71489,CS,AV
58705,31551,33768,RB,CU
58706,48911,50071,AM,CM
58707,63256,64106,MP,CG
58708,53115,55340,AP,RA
58709,74373,76567,AH,SR
58710,24827,25918,PO,MP
